1,Vas,null,50,How hungry are you right now?,Extremely hungry,Not at all hungry,0,100
1,Vas,null,50,How full are you right now?,Extremely full,Not at all full,0,100
1,Vas,null,50,How thirsty are you right now?,Extremely thirsty,Not at all thirsty,0,100
1,Vas,null,50,How happy are you right now?,Extremely happy,Not at all happy,0,100
1,Vas,null,50,How anxious are you right now?,Extremely anxious,Not at all anxious,0,100
1,Vas,null,50,How tired are you right now?,Extremely tired,Not at all tired,0,100
1,Vas,null,50,How much do you like Sample 667?,Dislike extremely,Like extremely,0,100
1,GLMS ,null,0,How sweet is Sample 667?
1,GLMS ,null,0,How bitter is Sample 667?
1,GLMS ,null,0,How sour is Sample 667?
1,GLMS ,null,0,How salty is Sample 667?
1,Vas,null,50,How much do you like Sample 312?,Dislike extremely,Like extremely,0,100
1,GLMS ,null,0,How sweet is Sample 312?
1,GLMS ,null,0,How bitter is Sample 312?
1,GLMS ,null,0,How sour is Sample 312?
1,GLMS ,null,0,How salty is Sample 312?
1,Vas,null,50,How much do yo1,Vas,null,50,How hungry are you right now?,Extremely hungry,Not at all hungry,0,100
1,Vas,null,50,How full are you right now?,Extremely full,Not at all full,0,100
1,Vas,null,50,How thirsty are you right now?,Extremely thirsty,Not at all thirsty,0,100
1,Vas,null,50,How happy are you right now?,Extremely happy,Not at all happy,0,100
1,Vas,null,50,How anxious are you right now?,Extremely anxious,Not at all anxious,0,100
1,Vas,null,50,How tired are you right now?,Extremely tired,Not at all tired,0,100
1,Vas,null,50,How much do you like Sample 667?,Dislike extremely,Like extremely,0,100
1,GLMS ,null,0,How sweet is Sample 667?
1,GLMS ,null,0,How bitter is Sample 667?
1,GLMS ,null,0,How sour is Sample 667?
1,GLMS ,null,0,How salty is Sample 667?
1,Vas,null,50,How much do you like Sample 312?,Dislike extremely,Like extremely,0,100
1,GLMS ,null,0,How sweet is Sample 312?
1,GLMS ,null,0,How bitter is Sample 312?
1,GLMS ,null,0,How sour is Sample 312?
1,GLMS ,null,0,How salty is Sample 312?
1,Vas,null,50,How much do yo