1,Vas,null,50,How hungry do you feel right now?,Not at all hungry,As hungry as I have ever felt,0,100
1,Vas,null,50,How full do you feel right now?,Not at all full,As full as I have ever felt,0,100
1,Vas,null,50,How thirsty do you feel right now?,Not at all thirsty,As thirsty as I have ever felt,0,100
1,Vas,null,50,How nauseous do you feel right now?,Not at all nauseous,As nauseous as I have ever felt,0,100
1,Vas,null,50,How clear-headed do you feel right now?,Not at all clear-headed,As clear-headed as I have ever felt,0,100
1,Vas,null,50,How alert do you feel right now?,Not at all alert,As alert as I have ever felt,0,100
1,Vas,null,50,How energetic do you feel right now?,Not at all energetic,As energetic as I have ever felt,0,100
1,Vas,null,50,How hungry do you feel right now?,Not at all hungry,As hungry as I have ever felt,0,100
1,Vas,null,50,How full do you feel right now?,Not at all full,As full as I have ever felt,0,100
1,Vas,null,50,How thirsty do you feel right now?,Not at all thirsty,As thirsty as I have ever felt,0,100
1,Vas,null,50,How hungry do you feel right now?,Not at all hungry,As hungry as I have ever felt,0,100
1,Vas,null,50,How full do you feel right now?,Not at all full,As full as I have ever felt,0,100
1,Vas,null,50,How thirsty do you feel right now?,Not at all thirsty,As thirsty as I have ever felt,0,100
1,Vas,null,50,How alert do you feel right now?,Not at all alert,As alert as I have ever felt,0,100
1,Vas,null,50,How pleasant is the soup right now?,Not at all pleasant,As pleasant as I have ever experienced,0,100
1,Vas,null,50,How hungry do you feel right now?,Not at all hungry,As hungry as I have ever felt,0,100
1,Vas,null,50,How full do you feel right now?,Not at all full,As full as I have ever felt,0,100
1,Vas,null,50,How thirsty do you feel right now?,Not at all thirsty,As thirsty as I have ever felt,0,100
1,Vas,null,50,How nauseous do you feel right now?,Not at all nauseous,As nauseous as I have ever felt,0,100
1,Vas,null,50,How clear-headed do you feel right now?,Not at all clear-heade